Current,Voltage,Resistance
-3.0952380952380953e-06,-0.0058522412614372835,4095.4297347453885
-7.142857142857148e-07,-0.0010052159514659306,4095.4297347453885
1.1904761904761897e-06,0.0002669777613737332,4095.4297347453885
3.57142857142857e-06,0.0002669777613737332,4095.4297347453885
4.999999999999999e-06,0.002013859453948528,4095.4297347453885
2.6190476190476184e-06,0.0042347751783415885,4095.4297347453885
7.14285714285714e-07,0.002925306953389562,4095.4297347453885
-1.6666666666666667e-06,-0.002037944494718733,4095.4297347453885
-3.571428571428571e-06,-0.002037944494718733,4095.4297347453885
-4.9999999999999996e-06,-0.003418039234325473,4095.4297347453885
-4.9999999999999996e-06,-0.0055302378041788,4095.4297347453885
-4.9999999999999996e-06,-0.005772390581825015,4095.4297347453885
-4.9999999999999996e-06,-0.005773062861249471,4095.4297347453885
-4.9999999999999996e-06,-0.005772214864242526,4095.4297347453885
-4.9999999999999996e-06,-0.005772331426541756,4095.4297347453885
-4.9999999999999996e-06,-0.005772330382191882,4095.4297347453885
-4.9999999999999996e-06,-0.005772894894116866,4095.4297347453885
-4.9999999999999996e-06,-0.005771920230766436,4095.4297347453885
-4.9999999999999996e-06,-0.005771920230766436,4095.4297347453885
-4.9999999999999996e-06,-0.005771818777473823,4095.4297347453885
-4.9999999999999996e-06,-0.005771774732547723,4095.4297347453885
-4.9999999999999996e-06,-0.005772180375501959,4095.4297347453885
