Current,Voltage,Resistance
-3.0952380952380953e-06,-0.008414875603983636,nan
-7.142857142857148e-07,-0.0012540764575212201,nan
1.1904761904761897e-06,0.0013969052201392997,nan
3.57142857142857e-06,0.0037292767525186187,nan
4.999999999999999e-06,0.008512571357100252,nan
2.6190476190476184e-06,0.008512571357100252,nan
7.14285714285714e-07,0.006253890652112283,nan
-1.6666666666666667e-06,-0.0036439123550880016,nan
-3.571428571428571e-06,-0.004449716062525191,nan
-4.9999999999999996e-06,nan,nan
-4.9999999999999996e-06,nan,nan
-4.9999999999999996e-06,nan,nan
-4.9999999999999996e-06,nan,nan
-4.9999999999999996e-06,nan,nan
-4.9999999999999996e-06,nan,nan
-4.9999999999999996e-06,nan,nan
-4.9999999999999996e-06,-0.008346252561122971,nan
-4.9999999999999996e-06,-0.008347229632043316,nan
-4.9999999999999996e-06,-0.008346407377317646,nan
-4.9999999999999996e-06,-0.008346407377317646,nan
-4.9999999999999996e-06,-0.008347966963543941,nan
-4.9999999999999996e-06,-0.008346798694865331,nan
