Current,Voltage,Resistance
-3.0952380952380953e-06,-0.007985596678539089,941.2017352197246
-7.142857142857148e-07,-0.0012888607304703088,941.2017352197246
1.1904761904761897e-06,0.0005529812296480909,941.2017352197246
3.57142857142857e-06,0.0030754591791971866,941.2017352197246
4.999999999999999e-06,0.0030754591791971866,941.2017352197246
2.6190476190476184e-06,0.006225964529021599,941.2017352197246
7.14285714285714e-07,0.004803536326285136,941.2017352197246
-1.6666666666666667e-06,-0.002448945648930848,941.2017352197246
-3.571428571428571e-06,-0.002448945648930848,941.2017352197246
-4.9999999999999996e-06,-0.004706008676098623,941.2017352197246
-4.9999999999999996e-06,-0.0077448354161536595,941.2017352197246
-4.9999999999999996e-06,-0.008057066204395367,941.2017352197246
-4.9999999999999996e-06,-0.00805475620214049,941.2017352197246
-4.9999999999999996e-06,-0.0080539188454404,941.2017352197246
-4.9999999999999996e-06,-0.00805667128133746,941.2017352197246
-4.9999999999999996e-06,-0.008056423236483784,941.2017352197246
-4.9999999999999996e-06,-0.008056536494306337,941.2017352197246
-4.9999999999999996e-06,-0.008056718031886496,941.2017352197246
-4.9999999999999996e-06,-0.008056718031886496,941.2017352197246
-4.9999999999999996e-06,-0.008055462517963463,941.2017352197246
-4.9999999999999996e-06,-0.008056369589267077,941.2017352197246
-4.9999999999999996e-06,-0.008056086273563062,941.2017352197246
