Current,Voltage,Resistance
-3.0952380952380953e-06,-0.010709927339755256,2032.4908028712437
-7.142857142857148e-07,-0.002423409627869178,2032.4908028712437
1.1904761904761897e-06,0.0009411044668992711,2032.4908028712437
3.57142857142857e-06,0.004072524571853115,2032.4908028712437
4.999999999999999e-06,0.00973580683200223,2032.4908028712437
2.6190476190476184e-06,0.00973580683200223,2032.4908028712437
7.14285714285714e-07,0.007015557472359088,2032.4908028712437
-1.6666666666666667e-06,-0.0030480156144986315,2032.4908028712437
-3.571428571428571e-06,-0.0030480156144986315,2032.4908028712437
-4.9999999999999996e-06,-0.006088847344280542,2032.4908028712437
-4.9999999999999996e-06,-0.010162454014356217,2032.4908028712437
-4.9999999999999996e-06,-0.010633451689203483,2032.4908028712437
-4.9999999999999996e-06,-0.010634437132619693,2032.4908028712437
-4.9999999999999996e-06,-0.010628385584533556,2032.4908028712437
-4.9999999999999996e-06,-0.010630343112070388,2032.4908028712437
-4.9999999999999996e-06,-0.010629778026812446,2032.4908028712437
-4.9999999999999996e-06,-0.010630920628002463,2032.4908028712437
-4.9999999999999996e-06,-0.010631744654746525,2032.4908028712437
-4.9999999999999996e-06,-0.010631744654746525,2032.4908028712437
-4.9999999999999996e-06,-0.01063109262322861,2032.4908028712437
-4.9999999999999996e-06,-0.01063494702404512,2032.4908028712437
-4.9999999999999996e-06,-0.010630211772208829,2032.4908028712437
