Current,Voltage,Resistance
-3.0952380952380953e-06,nan,1764.1601429814232
-7.142857142857148e-07,-0.0015487949893304002,1764.1601429814232
1.1904761904761897e-06,0.0007530881901687045,1764.1601429814232
3.57142857142857e-06,0.0007530881901687045,1764.1601429814232
4.999999999999999e-06,0.0034975387890524134,1764.1601429814232
2.6190476190476184e-06,0.007013771890683379,1764.1601429814232
7.14285714285714e-07,0.004944257068969643,1764.1601429814232
-1.6666666666666667e-06,-0.004605192438487781,1764.1601429814232
-3.571428571428571e-06,-0.004605192438487781,1764.1601429814232
-4.9999999999999996e-06,-0.00802994348026431,1764.1601429814232
-4.9999999999999996e-06,-0.008553212148753339,1764.1601429814232
-4.9999999999999996e-06,-0.008820800714907115,1764.1601429814232
-4.9999999999999996e-06,-0.008821015894757242,1764.1601429814232
-4.9999999999999996e-06,-0.008820146776781236,1764.1601429814232
-4.9999999999999996e-06,-0.00881975423488761,1764.1601429814232
-4.9999999999999996e-06,-0.00881978540005747,1764.1601429814232
-4.9999999999999996e-06,-0.008820439394999708,1764.1601429814232
-4.9999999999999996e-06,-0.008819633725993705,1764.1601429814232
-4.9999999999999996e-06,-0.008819633725993705,1764.1601429814232
-4.9999999999999996e-06,-0.008820554178481205,1764.1601429814232
-4.9999999999999996e-06,-0.008819441838522103,1764.1601429814232
-4.9999999999999996e-06,-0.008821482459983503,1764.1601429814232
