Current,Voltage,Resistance
-3.0952380952380953e-06,nan,830.2666291025796
-7.142857142857148e-07,-0.0015675722806872722,830.2666291025796
1.1904761904761897e-06,0.000414425246900017,830.2666291025796
3.57142857142857e-06,0.000414425246900017,830.2666291025796
4.999999999999999e-06,0.0021911196950225083,830.2666291025796
2.6190476190476184e-06,0.004563234838154022,830.2666291025796
7.14285714285714e-07,0.0031649502253558344,830.2666291025796
-1.6666666666666667e-06,-0.002965237961080641,830.2666291025796
-3.571428571428571e-06,-0.002965237961080641,830.2666291025796
-4.9999999999999996e-06,-0.0036104451442095084,830.2666291025796
-4.9999999999999996e-06,-0.005866354504943488,830.2666291025796
-4.9999999999999996e-06,-0.006125261930368612,830.2666291025796
-4.9999999999999996e-06,-0.006125636680126383,830.2666291025796
-4.9999999999999996e-06,-0.006125240087552374,830.2666291025796
-4.9999999999999996e-06,-0.006125426990552768,830.2666291025796
-4.9999999999999996e-06,-0.006125594315334524,830.2666291025796
-4.9999999999999996e-06,-0.006125219092976417,830.2666291025796
-4.9999999999999996e-06,-0.006125414975802309,830.2666291025796
-4.9999999999999996e-06,-0.006125414975802309,830.2666291025796
-4.9999999999999996e-06,-0.006125287003008569,830.2666291025796
-4.9999999999999996e-06,-0.006125808351778712,830.2666291025796
-4.9999999999999996e-06,-0.006125577622595199,830.2666291025796
