Current,Voltage,Resistance
-3.0952380952380953e-06,nan,nan
-7.142857142857148e-07,-0.0012922124008182666,nan
1.1904761904761897e-06,0.0013924672802586877,nan
3.57142857142857e-06,0.0013924672802586877,nan
4.999999999999999e-06,0.0040344537102324565,nan
2.6190476190476184e-06,0.007568414320982787,nan
7.14285714285714e-07,0.005488817112287296,nan
-1.6666666666666667e-06,-0.002240731623198425,nan
-3.571428571428571e-06,-0.002240731623198425,nan
-4.9999999999999996e-06,nan,nan
-4.9999999999999996e-06,nan,nan
-4.9999999999999996e-06,nan,nan
-4.9999999999999996e-06,nan,nan
-4.9999999999999996e-06,nan,nan
-4.9999999999999996e-06,nan,nan
-4.9999999999999996e-06,nan,nan
-4.9999999999999996e-06,-0.00833987575847738,nan
-4.9999999999999996e-06,-0.008339975903363767,nan
-4.9999999999999996e-06,-0.008339975903363767,nan
-4.9999999999999996e-06,-0.008339466540516758,nan
-4.9999999999999996e-06,-0.00834047851624108,nan
-4.9999999999999996e-06,-0.00834024914068402,nan
