Current,Voltage,Resistance
-3.0952380952380953e-06,-0.0019005772049428679,383.0525734991726
-7.142857142857148e-07,-0.0003159677713700715,383.0525734991726
1.1904761904761897e-06,0.0002915220152094268,383.0525734991726
3.57142857142857e-06,0.0002915220152094268,383.0525734991726
4.999999999999999e-06,0.0009094156555947668,383.0525734991726
2.6190476190476184e-06,0.0017143770574451146,383.0525734991726
7.14285714285714e-07,0.0012388475553536545,383.0525734991726
-1.6666666666666667e-06,-0.00034837902253961016,383.0525734991726
-3.571428571428571e-06,-0.00034837902253961016,383.0525734991726
-4.9999999999999996e-06,-0.001062062717011102,383.0525734991726
-4.9999999999999996e-06,-0.0018276783065999487,383.0525734991726
-4.9999999999999996e-06,-0.0019150933468084156,383.0525734991726
-4.9999999999999996e-06,-0.0019151191687257398,383.0525734991726
-4.9999999999999996e-06,-0.0019150304503542162,383.0525734991726
-4.9999999999999996e-06,-0.0019148099322346282,383.0525734991726
-4.9999999999999996e-06,-0.001914848510402463,383.0525734991726
-4.9999999999999996e-06,-0.0019153015447197614,383.0525734991726
-4.9999999999999996e-06,-0.0019152747601842923,383.0525734991726
-4.9999999999999996e-06,-0.0019152747601842923,383.0525734991726
-4.9999999999999996e-06,-0.0019153881348529427,383.0525734991726
-4.9999999999999996e-06,-0.0019152472823029678,383.0525734991726
-4.9999999999999996e-06,-0.0019152628674958627,383.0525734991726
