Current,Voltage,Resistance
-3.0952380952380953e-06,-0.005688660126213574,4083.150515815476
-7.142857142857148e-07,-0.0012498304301598825,4083.150515815476
1.1904761904761897e-06,0.00040376765977209636,4083.150515815476
3.57142857142857e-06,0.00040376765977209636,4083.150515815476
4.999999999999999e-06,0.0020053828723228676,4083.150515815476
2.6190476190476184e-06,0.004225362385838778,4083.150515815476
7.14285714285714e-07,0.0029165360827253387,4083.150515815476
-1.6666666666666667e-06,-0.003104937638716677,4083.150515815476
-3.571428571428571e-06,-0.003104937638716677,4083.150515815476
-4.9999999999999996e-06,-0.0034221216157642835,4083.150515815476
-4.9999999999999996e-06,-0.005531596745297211,4083.150515815476
-4.9999999999999996e-06,-0.005773628056600746,4083.150515815476
-4.9999999999999996e-06,-0.005773574109421603,4083.150515815476
-4.9999999999999996e-06,-0.005774124471046177,4083.150515815476
-4.9999999999999996e-06,-0.0057749761009935514,4083.150515815476
-4.9999999999999996e-06,-0.005774767460287175,4083.150515815476
-4.9999999999999996e-06,-0.005774179571643976,4083.150515815476
-4.9999999999999996e-06,-0.005774782431816828,4083.150515815476
-4.9999999999999996e-06,-0.005774782431816828,4083.150515815476
-4.9999999999999996e-06,-0.005774842305827021,4083.150515815476
-4.9999999999999996e-06,-0.005774561270182116,4083.150515815476
-4.9999999999999996e-06,-0.005774437333398956,4083.150515815476
