Current,Voltage,Resistance
-3.0952380952380953e-06,-0.005445281427716686,1077.0192706525472
-7.142857142857148e-07,-0.0006722770406143574,1077.0192706525472
1.1904761904761897e-06,0.0008077226822048537,1077.0192706525472
3.57142857142857e-06,0.0008077226822048537,1077.0192706525472
4.999999999999999e-06,0.002602306906298191,1077.0192706525472
2.6190476190476184e-06,0.004881116336747869,1077.0192706525472
7.14285714285714e-07,0.003537939966759935,1077.0192706525472
-1.6666666666666667e-06,-0.0024563598541616867,1077.0192706525472
-3.571428571428571e-06,-0.0024563598541616867,1077.0192706525472
-4.9999999999999996e-06,-0.002969899176802412,1077.0192706525472
-4.9999999999999996e-06,-0.005135981807203375,1077.0192706525472
-4.9999999999999996e-06,-0.0053851876053178606,1077.0192706525472
-4.9999999999999996e-06,-0.005384992496219006,1077.0192706525472
-4.9999999999999996e-06,-0.00538497616701124,1077.0192706525472
-4.9999999999999996e-06,-0.0053850297480974325,1077.0192706525472
-4.9999999999999996e-06,-0.005384940583950347,1077.0192706525472
-4.9999999999999996e-06,-0.005385096353262736,1077.0192706525472
-4.9999999999999996e-06,-0.0053850704267474235,1077.0192706525472
-4.9999999999999996e-06,-0.0053850704267474235,1077.0192706525472
-4.9999999999999996e-06,-0.005384987123394019,1077.0192706525472
-4.9999999999999996e-06,-0.005384947179072183,1077.0192706525472
-4.9999999999999996e-06,-0.005385031561144698,1077.0192706525472
