Current,Voltage,Resistance
-3.0952380952380953e-06,-0.004218517277421503,996.550720267751
-7.142857142857148e-07,-0.0006390816493607935,996.550720267751
1.1904761904761897e-06,0.0007863278824668975,996.550720267751
3.57142857142857e-06,0.0007863278824668975,996.550720267751
4.999999999999999e-06,0.0023950646850395482,996.550720267751
2.6190476190476184e-06,0.004499804965713203,996.550720267751
7.14285714285714e-07,0.003259015961246814,996.550720267751
-1.6666666666666667e-06,-0.0009029662061665768,996.550720267751
-3.571428571428571e-06,-0.0009029662061665768,996.550720267751
-4.9999999999999996e-06,-0.0027521994113098736,996.550720267751
-4.9999999999999996e-06,-0.004752935195090779,996.550720267751
-4.9999999999999996e-06,-0.004982932316123879,996.550720267751
-4.9999999999999996e-06,-0.004982950076871035,996.550720267751
-4.9999999999999996e-06,-0.004982908380835657,996.550720267751
-4.9999999999999996e-06,-0.0049828952788436316,996.550720267751
-4.9999999999999996e-06,-0.00498291158136634,996.550720267751
-4.9999999999999996e-06,-0.004982880694782918,996.550720267751
-4.9999999999999996e-06,-0.004982753601338754,996.550720267751
-4.9999999999999996e-06,-0.004982753601338754,996.550720267751
-4.9999999999999996e-06,-0.004982931489538997,996.550720267751
-4.9999999999999996e-06,-0.004982981123564821,996.550720267751
-4.9999999999999996e-06,-0.0049831138361002844,996.550720267751
